REF_DATE,GEO,DGUID,Gender (3a),Age (8G),Statistics (5),Coordinate,Indigenous identity (9):Total - Indigenous identity[1],Symbol,Indigenous identity (9):Indigenous identity[2],Symbol,Indigenous identity (9):Single Indigenous responses[3],Symbol,Indigenous identity (9):First Nations (North American Indian)[4],Symbol,Indigenous identity (9):Métis[5],Symbol,Indigenous identity (9):Inuk (Inuit)[6],Symbol,Indigenous identity (9):Multiple Indigenous responses[7],Symbol,Indigenous identity (9):Indigenous responses not included elsewhere[8],Symbol,Indigenous identity (9):Non-Indigenous identity[9],Symbol
2021,Chance Cove,2021A00051001281,Women+,25 to 34 years,2021 Counts,38.3.4.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Chance Cove,2021A00051001281,Women+,25 to 34 years,2016 Counts,38.3.4.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Chance Cove,2021A00051001281,Women+,25 to 34 years,% distribution (2021),38.3.4.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Chance Cove,2021A00051001281,Women+,25 to 34 years,% distribution (2016),38.3.4.4,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Chance Cove,2021A00051001281,Women+,25 to 34 years,% change (2016 to 2021),38.3.4.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Chance Cove,2021A00051001281,Women+,35 to 44 years,2021 Counts,38.3.5.1,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Chance Cove,2021A00051001281,Women+,35 to 44 years,2016 Counts,38.3.5.2,10,,0,,0,,0,,0,,0,,0,,0,,10,
2021,Chance Cove,2021A00051001281,Women+,35 to 44 years,% distribution (2021),38.3.5.3,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,Chance Cove,2021A00051001281,Women+,35 to 44 years,% distribution (2016),38.3.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chance Cove,2021A00051001281,Women+,35 to 44 years,% change (2016 to 2021),38.3.5.5,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Chance Cove,2021A00051001281,Women+,45 to 54 years,2021 Counts,38.3.6.1,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Chance Cove,2021A00051001281,Women+,45 to 54 years,2016 Counts,38.3.6.2,35,,0,,0,,0,,0,,0,,0,,0,,35,
2021,Chance Cove,2021A00051001281,Women+,45 to 54 years,% distribution (2021),38.3.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chance Cove,2021A00051001281,Women+,45 to 54 years,% distribution (2016),38.3.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chance Cove,2021A00051001281,Women+,45 to 54 years,% change (2016 to 2021),38.3.6.5,-57.1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-57.1,
2021,Chance Cove,2021A00051001281,Women+,55 to 64 years,2021 Counts,38.3.7.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Chance Cove,2021A00051001281,Women+,55 to 64 years,2016 Counts,38.3.7.2,40,,0,,0,,0,,0,,0,,0,,0,,40,
2021,Chance Cove,2021A00051001281,Women+,55 to 64 years,% distribution (2021),38.3.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chance Cove,2021A00051001281,Women+,55 to 64 years,% distribution (2016),38.3.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chance Cove,2021A00051001281,Women+,55 to 64 years,% change (2016 to 2021),38.3.7.5,-37.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-37.5,
2021,Chance Cove,2021A00051001281,Women+,65 years and over,2021 Counts,38.3.8.1,55,,0,,0,,0,,0,,0,,0,,0,,55,
2021,Chance Cove,2021A00051001281,Women+,65 years and over,2016 Counts,38.3.8.2,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Chance Cove,2021A00051001281,Women+,65 years and over,% distribution (2021),38.3.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chance Cove,2021A00051001281,Women+,65 years and over,% distribution (2016),38.3.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chance Cove,2021A00051001281,Women+,65 years and over,% change (2016 to 2021),38.3.8.5,66.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,66.7,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,Total - Age,2021 Counts,39.1.1.1,655,,0,,0,,0,,0,,0,,0,,0,,645,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,Total - Age,2016 Counts,39.1.1.2,615,,0,,0,,0,,0,,0,,0,,0,,615,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,Total - Age,% distribution (2021),39.1.1.3,100,,0,,0,,0,,0,,0,,0,,0,,98.5,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,Total - Age,% distribution (2016),39.1.1.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,Total - Age,% change (2016 to 2021),39.1.1.5,6.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4.9,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,0 to 14 years,2021 Counts,39.1.2.1,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,0 to 14 years,2016 Counts,39.1.2.2,50,,0,,0,,0,,0,,0,,0,,0,,50,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,0 to 14 years,% distribution (2021),39.1.2.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,0 to 14 years,% distribution (2016),39.1.2.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,0 to 14 years,% change (2016 to 2021),39.1.2.5,100,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,15 to 24 years,2021 Counts,39.1.3.1,55,,0,,0,,0,,0,,0,,0,,0,,50,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,15 to 24 years,2016 Counts,39.1.3.2,70,,0,,0,,0,,0,,0,,0,,0,,70,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,15 to 24 years,% distribution (2021),39.1.3.3,100,,0,,0,,0,,0,,0,,0,,0,,90.9,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,15 to 24 years,% distribution (2016),39.1.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,15 to 24 years,% change (2016 to 2021),39.1.3.5,-21.4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-28.6,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,25 to 34 years,2021 Counts,39.1.4.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,25 to 34 years,2016 Counts,39.1.4.2,45,,0,,0,,0,,0,,0,,0,,0,,45,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,25 to 34 years,% distribution (2021),39.1.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,25 to 34 years,% distribution (2016),39.1.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,25 to 34 years,% change (2016 to 2021),39.1.4.5,-55.6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-55.6,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,35 to 44 years,2021 Counts,39.1.5.1,60,,0,,0,,0,,0,,0,,0,,0,,60,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,35 to 44 years,2016 Counts,39.1.5.2,40,,0,,0,,0,,0,,0,,0,,0,,40,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,35 to 44 years,% distribution (2021),39.1.5.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,35 to 44 years,% distribution (2016),39.1.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,35 to 44 years,% change (2016 to 2021),39.1.5.5,50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,50,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,45 to 54 years,2021 Counts,39.1.6.1,80,,0,,0,,0,,0,,0,,0,,0,,80,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,45 to 54 years,2016 Counts,39.1.6.2,95,,0,,0,,0,,0,,0,,0,,0,,95,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,45 to 54 years,% distribution (2021),39.1.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,45 to 54 years,% distribution (2016),39.1.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,45 to 54 years,% change (2016 to 2021),39.1.6.5,-15.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-15.8,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,55 to 64 years,2021 Counts,39.1.7.1,105,,0,,0,,0,,0,,0,,0,,0,,105,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,55 to 64 years,2016 Counts,39.1.7.2,160,,0,,0,,0,,0,,0,,0,,0,,160,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,55 to 64 years,% distribution (2021),39.1.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,55 to 64 years,% distribution (2016),39.1.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,55 to 64 years,% change (2016 to 2021),39.1.7.5,-31.3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-31.3,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,65 years and over,2021 Counts,39.1.8.1,230,,0,,0,,0,,0,,0,,0,,0,,220,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,65 years and over,2016 Counts,39.1.8.2,165,,0,,0,,0,,0,,0,,0,,0,,165,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,65 years and over,% distribution (2021),39.1.8.3,100,,0,,0,,0,,0,,0,,0,,0,,95.7,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,65 years and over,% distribution (2016),39.1.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Total - Gender,65 years and over,% change (2016 to 2021),39.1.8.5,36.4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,33.3,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,Total - Age,2021 Counts,39.2.1.1,305,,0,,0,,0,,0,,0,,0,,0,,305,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,Total - Age,2016 Counts,39.2.1.2,295,,0,,0,,0,,0,,0,,0,,0,,295,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,Total - Age,% distribution (2021),39.2.1.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,Total - Age,% distribution (2016),39.2.1.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,Total - Age,% change (2016 to 2021),39.2.1.5,5.1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5.1,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,0 to 14 years,2021 Counts,39.2.2.1,45,,0,,0,,0,,0,,0,,0,,0,,45,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,0 to 14 years,2016 Counts,39.2.2.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,0 to 14 years,% distribution (2021),39.2.2.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,0 to 14 years,% distribution (2016),39.2.2.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,0 to 14 years,% change (2016 to 2021),39.2.2.5,125,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,125,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,15 to 24 years,2021 Counts,39.2.3.1,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,15 to 24 years,2016 Counts,39.2.3.2,40,,0,,0,,0,,0,,0,,0,,0,,40,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,15 to 24 years,% distribution (2021),39.2.3.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,15 to 24 years,% distribution (2016),39.2.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,15 to 24 years,% change (2016 to 2021),39.2.3.5,-50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-50,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,25 to 34 years,2021 Counts,39.2.4.1,10,,0,,0,,0,,0,,0,,0,,0,,10,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,25 to 34 years,2016 Counts,39.2.4.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,25 to 34 years,% distribution (2021),39.2.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,25 to 34 years,% distribution (2016),39.2.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,25 to 34 years,% change (2016 to 2021),39.2.4.5,-50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-50,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,35 to 44 years,2021 Counts,39.2.5.1,35,,0,,0,,0,,0,,0,,0,,0,,35,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,35 to 44 years,2016 Counts,39.2.5.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,35 to 44 years,% distribution (2021),39.2.5.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,35 to 44 years,% distribution (2016),39.2.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,35 to 44 years,% change (2016 to 2021),39.2.5.5,75,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,75,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,45 to 54 years,2021 Counts,39.2.6.1,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,45 to 54 years,2016 Counts,39.2.6.2,50,,0,,0,,0,,0,,0,,0,,0,,50,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,45 to 54 years,% distribution (2021),39.2.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,45 to 54 years,% distribution (2016),39.2.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,45 to 54 years,% change (2016 to 2021),39.2.6.5,-50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-50,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,55 to 64 years,2021 Counts,39.2.7.1,55,,0,,0,,0,,0,,0,,0,,0,,55,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,55 to 64 years,2016 Counts,39.2.7.2,80,,0,,0,,0,,0,,0,,0,,0,,80,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,55 to 64 years,% distribution (2021),39.2.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,55 to 64 years,% distribution (2016),39.2.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,55 to 64 years,% change (2016 to 2021),39.2.7.5,-37.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-37.5,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,65 years and over,2021 Counts,39.2.8.1,120,,0,,0,,0,,0,,0,,0,,0,,120,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,65 years and over,2016 Counts,39.2.8.2,70,,0,,0,,0,,0,,0,,0,,0,,70,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,65 years and over,% distribution (2021),39.2.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,65 years and over,% distribution (2016),39.2.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Men+,65 years and over,% change (2016 to 2021),39.2.8.5,71.4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,71.4,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,Total - Age,2021 Counts,39.3.1.1,345,,0,,0,,0,,0,,0,,0,,0,,340,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,Total - Age,2016 Counts,39.3.1.2,320,,0,,0,,0,,0,,0,,0,,0,,320,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,Total - Age,% distribution (2021),39.3.1.3,100,,0,,0,,0,,0,,0,,0,,0,,98.6,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,Total - Age,% distribution (2016),39.3.1.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,Total - Age,% change (2016 to 2021),39.3.1.5,9.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6.3,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,0 to 14 years,2021 Counts,39.3.2.1,60,,0,,0,,0,,0,,0,,0,,0,,60,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,0 to 14 years,2016 Counts,39.3.2.2,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,0 to 14 years,% distribution (2021),39.3.2.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,0 to 14 years,% distribution (2016),39.3.2.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,0 to 14 years,% change (2016 to 2021),39.3.2.5,100,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,15 to 24 years,2021 Counts,39.3.3.1,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,15 to 24 years,2016 Counts,39.3.3.2,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,15 to 24 years,% distribution (2021),39.3.3.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,15 to 24 years,% distribution (2016),39.3.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,15 to 24 years,% change (2016 to 2021),39.3.3.5,16.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-16.7,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,25 to 34 years,2021 Counts,39.3.4.1,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,25 to 34 years,2016 Counts,39.3.4.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,25 to 34 years,% distribution (2021),39.3.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,25 to 34 years,% distribution (2016),39.3.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,25 to 34 years,% change (2016 to 2021),39.3.4.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,35 to 44 years,2021 Counts,39.3.5.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,35 to 44 years,2016 Counts,39.3.5.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,35 to 44 years,% distribution (2021),39.3.5.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,35 to 44 years,% distribution (2016),39.3.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,35 to 44 years,% change (2016 to 2021),39.3.5.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,45 to 54 years,2021 Counts,39.3.6.1,50,,0,,0,,0,,0,,0,,0,,0,,50,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,45 to 54 years,2016 Counts,39.3.6.2,40,,0,,0,,0,,0,,0,,0,,0,,40,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,45 to 54 years,% distribution (2021),39.3.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,45 to 54 years,% distribution (2016),39.3.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,45 to 54 years,% change (2016 to 2021),39.3.6.5,25,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,55 to 64 years,2021 Counts,39.3.7.1,55,,0,,0,,0,,0,,0,,0,,0,,55,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,55 to 64 years,2016 Counts,39.3.7.2,75,,0,,0,,0,,0,,0,,0,,0,,75,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,55 to 64 years,% distribution (2021),39.3.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,55 to 64 years,% distribution (2016),39.3.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,55 to 64 years,% change (2016 to 2021),39.3.7.5,-26.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-26.7,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,65 years and over,2021 Counts,39.3.8.1,105,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,65 years and over,2016 Counts,39.3.8.2,95,,0,,0,,0,,0,,0,,0,,0,,95,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,65 years and over,% distribution (2021),39.3.8.3,100,,0,,0,,0,,0,,0,,0,,0,,95.2,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,65 years and over,% distribution (2016),39.3.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Norman's Cove-Long Cove,2021A00051001285,Women+,65 years and over,% change (2016 to 2021),39.3.8.5,10.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10.5,
2021,Chapel Arm,2021A00051001289,Total - Gender,Total - Age,2021 Counts,40.1.1.1,500,,20,,20,,0,,0,,0,,0,,0,,480,
2021,Chapel Arm,2021A00051001289,Total - Gender,Total - Age,2016 Counts,40.1.1.2,500,,0,,0,,0,,0,,0,,0,,0,,500,
2021,Chapel Arm,2021A00051001289,Total - Gender,Total - Age,% distribution (2021),40.1.1.3,100,,4,,4,,0,,0,,0,,0,,0,,96,
2021,Chapel Arm,2021A00051001289,Total - Gender,Total - Age,% distribution (2016),40.1.1.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chapel Arm,2021A00051001289,Total - Gender,Total - Age,% change (2016 to 2021),40.1.1.5,-1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-5,
2021,Chapel Arm,2021A00051001289,Total - Gender,0 to 14 years,2021 Counts,40.1.2.1,70,,0,,0,,0,,0,,0,,0,,0,,70,
2021,Chapel Arm,2021A00051001289,Total - Gender,0 to 14 years,2016 Counts,40.1.2.2,95,,0,,0,,0,,0,,0,,0,,0,,90,
2021,Chapel Arm,2021A00051001289,Total - Gender,0 to 14 years,% distribution (2021),40.1.2.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chapel Arm,2021A00051001289,Total - Gender,0 to 14 years,% distribution (2016),40.1.2.4,100,,0,,0,,0,,0,,0,,0,,0,,94.7,
2021,Chapel Arm,2021A00051001289,Total - Gender,0 to 14 years,% change (2016 to 2021),40.1.2.5,-31.6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-27.8,
2021,Chapel Arm,2021A00051001289,Total - Gender,15 to 24 years,2021 Counts,40.1.3.1,55,,15,,15,,0,,0,,0,,0,,0,,40,
2021,Chapel Arm,2021A00051001289,Total - Gender,15 to 24 years,2016 Counts,40.1.3.2,45,,0,,0,,0,,0,,0,,0,,0,,45,
2021,Chapel Arm,2021A00051001289,Total - Gender,15 to 24 years,% distribution (2021),40.1.3.3,100,,27.3,,27.3,,0,,0,,0,,0,,0,,72.7,
2021,Chapel Arm,2021A00051001289,Total - Gender,15 to 24 years,% distribution (2016),40.1.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chapel Arm,2021A00051001289,Total - Gender,15 to 24 years,% change (2016 to 2021),40.1.3.5,11.1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Chapel Arm,2021A00051001289,Total - Gender,25 to 34 years,2021 Counts,40.1.4.1,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Chapel Arm,2021A00051001289,Total - Gender,25 to 34 years,2016 Counts,40.1.4.2,40,,0,,0,,0,,0,,0,,0,,0,,40,
2021,Chapel Arm,2021A00051001289,Total - Gender,25 to 34 years,% distribution (2021),40.1.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chapel Arm,2021A00051001289,Total - Gender,25 to 34 years,% distribution (2016),40.1.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Chapel Arm,2021A00051001289,Total - Gender,25 to 34 years,% change (2016 to 2021),40.1.4.5,-25,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Chapel Arm,2021A00051001289,Total - Gender,35 to 44 years,2021 Counts,40.1.5.1,70,,0,,0,,0,,0,,0,,0,,0,,65,
2021,Chapel Arm,2021A00051001289,Total - Gender,35 to 44 years,2016 Counts,40.1.5.2,65,,0,,0,,0,,0,,0,,0,,0,,65,
2021,Chapel Arm,2021A00051001289,Total - Gender,35 to 44 years,% distribution (2021),40.1.5.3,100,,0,,0,,0,,0,,0,,0,,0,,92.9,
2021,Chapel Arm,2021A00051001289,Total - Gender,35 to 44 years,% distribution (2016),40.1.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
